stock_code,stock_name,total_appearances,first_appear_date,last_appear_date,days_since_last,avg_net_buy_ratio,max_net_buy_ratio,positive_net_ratio,total_net_amount,avg_net_amount,total_buy_amount,avg_net_buy_rank,best_net_buy_rank,three_day_ratio,avg_change_pct,max_change_pct,last_market_cap,last_close_price,main_themes,limit_up_list_ratio,last_list_reason,avg_gap_days,max_gap_days,recent_gap_days,recent_30d_count,dragon_score,score_fund,score_persist,score_pattern,score_cap,score_decay,current_stage
002498.SZ,汉缆股份,11,2026-02-02,2026-05-13,2,0.4858592535089306,0.7546677679107396,1.0,3358788045.63,279899003.8025,6865586684.42,12.583333333333334,1.0,0.33,9.34499666810875,10.08130081,36628024000.0,11.01,500kV海缆+特高压+海上风电+一季报增长,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",10.0,27,1,3,67.4,21.1,15.5,30.0,0.8,0.0,🔵 持续活跃
601016.SH,节能风电,5,2026-03-11,2026-05-06,9,0.4366699729624727,0.7633390620964361,1.0,1309795453.19,261959090.638,3311691616.7900004,11.0,1.0,0.4,10.036417623737705,10.109289617486342,28319151000.0,4.69,风电+储能突破+绿电扩张+央企,1.0,日涨幅偏离值达7%的证券,14.0,29,13,2,65.6,20.3,14.3,30.0,1.0,0.0,🟡 洗盘观察期
002081.SZ,金螳螂,6,2026-04-20,2026-05-15,0,0.4224224632043085,0.554907922958183,1.0,779238912.5600001,129873152.09333335,1884974949.96,13.833333333333334,5.0,0.5,8.149900031864506,10.061601642710476,20757310000.0,7.85,半导体洁净室+海外EPC+城市更新,0.8333333333333334,日振幅值达15%的证券,5.0,16,16,6,65.2,19.1,15.4,29.2,1.5,0.0,⚪ 已过热
002263.SZ,大东南,3,2026-03-27,2026-04-10,35,0.36339561816585403,0.6968059386377663,1.0,325259597.13,162629798.565,649917043.73,19.0,5.0,0.33,10.037453183520606,10.1123595505618,9203891000.0,4.9,特高压电容膜+国企改革,1.0,日涨幅偏离值达7%的证券;日换手率达20%的证券,7.0,8,8,0,59.8,15.6,12.3,30.0,3.6,-1.7,⚫ 已冷却
600187.SH,国中水务,15,2024-07-22,2024-09-26,596,0.3876025367177182,0.7301245875350789,1.0,685224085.46,36064425.55052632,1948031082.44,13.157894736842104,2.0,0.32,7.7274155537894735,10.323,5180237300.0,3.21,拟控股北京汇源+污水处理,0.6842105263157895,日跌幅偏离值达7%的证券,4.7,21,3,0,58.6,18.5,15.8,28.4,5.8,-10.0,⚫ 已冷却
002407.SZ,多氟多,2,2026-04-24,2026-05-15,0,0.7177836640577542,0.7756993829687878,1.0,1491200914.51,745600457.255,2085301516.55,2.5,2.0,0.0,10.000883688515867,10.015082956259429,39342645000.0,36.47,氢氟酸涨价+大圆柱电池+一季报暴增,1.0,日涨幅偏离值达7%的证券,21.0,21,21,2,58.0,25.3,9.0,23.0,0.7,0.0,🟢 二次启动信号
000889.SZ,中嘉博创,3,2026-04-10,2026-04-17,28,0.31710961683527855,0.3920837732179165,1.0,149577795.17000002,74788897.58500001,432105188.59999996,25.0,18.0,0.33,8.634460140777504,10.126582278480996,4601504800.0,5.29,算力销售+5G消息+短信通道,0.5,日换手率达20%的证券,3.5,5,2,2,57.8,11.7,12.3,27.5,6.3,0.0,🟡 洗盘观察期
001333.SZ,光华股份,3,2025-03-07,2025-03-31,410,0.43878609500146215,0.6114797281622243,1.0,107304027.58000001,35768009.193333335,235415054.16000003,11.333333333333334,3.0,0.67,6.160322661666666,10.008665511,1160720000.0,26.38,年报增长+聚酯树脂+海外产能扩张,0.6666666666666666,"连续三个交易日内,涨幅偏离值累计达20%的证券",12.0,21,21,0,57.7,15.4,14.3,28.3,9.7,-10.0,⚫ 已冷却
002325.SZ,洪涛股份,6,2024-01-23,2024-03-08,798,0.42495234165961976,0.5902600515338041,1.0,153894376.04,25649062.673333332,351295226.90999997,11.166666666666666,4.0,0.33,10.044,10.191,2533168800.0,1.76,氢能源+预重整+控制权拟变更+建筑装饰+华为,0.6666666666666666,日振幅值达15%的证券,9.0,22,8,0,57.6,16.3,14.4,28.3,8.5,-10.0,⚫ 已冷却
002310.SZ,东方新能,4,2026-03-19,2026-03-27,49,0.5173373757602487,0.7926119486969073,1.0,1192069708.8,238413941.76,2165405875.35,9.6,1.0,0.2,8.13003994231195,10.126582278481008,16124351000.0,3.84,重大资产重组+风光电站+北京国资,0.6,日振幅值达15%的证券,2.7,5,2,0,57.6,21.5,12.4,28.0,2.0,-6.3,⚫ 已冷却
000762.SZ,西藏矿业,3,2026-04-02,2026-04-16,29,0.3159764569487675,0.3485289002149884,1.0,286277390.28,143138695.14,895170955.26,15.0,12.0,0.0,9.993702445923281,10.000000000000004,19326911000.0,37.11,锂盐湖+二期爬坡+宝武央企,1.0,日涨幅偏离值达7%的证券,7.0,8,6,1,57.5,15.6,10.3,30.0,1.6,0.0,🟡 洗盘观察期
600824.SH,益民集团,5,2024-12-12,2025-01-03,497,0.3715805310558166,0.5840589153302985,1.0,409799078.75,68299846.45833333,993845070.73,16.333333333333332,4.0,0.67,10.002645792666668,10.067114094,5702286500.0,5.41,零售+养老+上海国企改革,0.8333333333333334,"连续三个交易日内,涨幅偏离值累计达20%的证券",5.5,15,1,0,57.4,16.9,15.9,29.2,5.5,-10.0,⚫ 已冷却
000716.SZ,黑芝麻,8,2024-11-04,2025-01-07,493,0.3635403190332181,0.6910558179966904,1.0,585199431.5799999,73149928.94749999,1777306742.87,18.375,3.0,0.62,4.341643405625001,10.040983607,4876814500.0,6.96,黑芝麻糊+农业种植+锂电池,0.5,日振幅值达15%的证券,9.1,28,4,0,57.0,16.8,16.7,27.5,6.0,-10.0,⚫ 已冷却
002549.SZ,凯美特气,7,2025-03-28,2025-05-27,353,0.3816741667059728,0.5756380221463753,1.0,702225727.9399999,87778215.99249999,1612445404.0,16.375,3.0,0.38,10.00852837525,10.05988024,7816739000.0,11.29,光刻胶+电子特气+节能环保,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",10.0,21,14,0,57.0,17.8,15.1,30.0,4.1,-10.0,⚫ 已冷却
600149.SH,廊坊发展,5,2024-02-21,2026-04-20,25,0.6214281988882132,0.7176253192878411,1.0,180527519.51999998,30087919.919999998,282132461.44,5.166666666666667,1.0,0.17,10.077868731959766,10.149,2410214400.0,6.34,供热+京津冀一体化+国企,1.0,日涨幅偏离值达7%的证券,197.2,456,28,1,56.9,20.4,12.9,15.0,8.6,0.0,🟡 洗盘观察期
600165.SH,宁科生物,3,2024-02-23,2024-03-21,785,0.5115609100204542,0.7699886902939592,1.0,45545352.36,15181784.12,106504464.1,16.333333333333332,1.0,0.67,10.089,10.177,1876581500.0,2.74,活性炭+长链二元酸+小盘低价股,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",13.5,26,1,0,56.8,13.3,14.3,30.0,9.1,-10.0,⚫ 已冷却
600156.SH,华升股份,14,2024-01-18,2026-05-14,1,0.5348383862997839,0.8249567884554457,1.0,501603051.69,31350190.730625,941383900.29,9.625,1.0,0.31,8.384185247745213,10.145,5705950900.0,14.19,算力租赁+液冷+拟收购易信科技+湖南国资,0.875,"连续三个交易日内,涨幅偏离值累计达20%的证券",65.2,386,15,6,56.4,20.9,15.7,14.4,5.5,0.0,⚪ 已过热
601778.SH,晶科科技,4,2026-04-14,2026-05-14,1,0.3127317197885549,0.5428038068703883,1.0,940890378.1,235222594.525,3412278603.1000004,20.0,4.0,0.0,7.298755895939626,10.082644628099178,28037901000.0,7.52,算电协同+储能+回购股份注销,0.5,日换手率达20%的证券,10.0,27,27,3,56.0,16.2,11.2,27.5,1.0,0.0,🟢 二次启动信号
601010.SH,文峰股份,3,2024-12-12,2025-01-02,498,0.5099654915155819,0.7465650074848973,1.0,168959308.01999998,56319769.339999996,369908514.57,9.0,2.0,0.33,10.057976740666668,10.181818182,5599440000.0,3.03,零售+电商+低价股,1.0,日涨幅偏离值达7%的证券,10.5,17,17,0,56.0,18.2,12.3,30.0,5.5,-10.0,⚫ 已冷却
002564.SZ,天沃科技,3,2025-04-16,2025-04-28,382,0.5801866530774306,0.6179991493451013,1.0,162978616.82,54326205.60666666,295781599.18,6.333333333333333,2.0,0.33,10.014141802666666,10.022779043,5007413100.0,5.83,摘帽+高端装备+业绩增长+上海国企改革,0.6666666666666666,日涨幅偏离值达7%的证券,6.0,6,6,0,56.0,19.4,12.3,28.3,5.9,-10.0,⚫ 已冷却
600083.SH,博信股份,5,2024-03-07,2024-04-24,751,0.38239202694653185,0.8210872366946409,1.0,74083823.42,14816764.684,261713139.13,16.2,1.0,0.4,7.188000000000001,10.121,1041929500.0,4.57,机器人+脑机接口+风电+消费电子+国企,0.8,日涨幅偏离值达7%的证券,12.0,27,27,0,55.7,12.6,14.3,29.0,9.8,-10.0,⚫ 已冷却
600339.SH,中油工程,3,2026-02-24,2026-04-02,43,0.4922448374302289,0.656809683998048,1.0,233884537.53,77961512.51,418622435.69,11.0,6.0,0.0,10.113054609954943,10.129870129870133,24900838000.0,4.46,油气储运+一带一路+央企,1.0,日涨幅偏离值达7%的证券,18.5,30,30,0,55.7,18.5,10.3,30.0,1.2,-4.3,⚫ 已冷却
002917.SZ,金奥博,6,2025-01-10,2025-01-22,478,0.30479020700196147,0.5933766471658424,1.0,365926819.68,52275259.95428572,1377604230.0600002,18.428571428571427,4.0,0.43,10.012529965857142,10.033726813,5567851600.0,21.37,机器人+民爆+芯片概念+一带一路,1.0,日涨幅偏离值达7%的证券;日振幅值达15%的证券,2.4,5,5,0,55.7,15.2,15.0,30.0,5.5,-10.0,⚫ 已冷却
600770.SH,综艺股份,7,2024-10-23,2026-04-28,17,0.6508496062170913,0.9061879146543138,1.0,541333306.03,67666663.25375,841467779.6800001,8.375,1.0,0.38,8.234934924645302,10.097087379,9958000000.0,7.66,参股神州龙芯（CPU）+功率半导体+芯片设计+并购吉莱微,0.875,日振幅值达15%的证券;日涨幅偏离值达7%的证券,92.0,338,4,3,55.6,22.9,15.1,14.4,3.3,0.0,🟡 洗盘观察期
600866.SH,星湖科技,4,2024-04-23,2024-05-17,728,0.5129118705403399,0.6893955043060405,1.0,403920444.03,80784088.806,763088011.85,7.6,3.0,0.2,3.8339999999999996,10.115,7166970200.0,7.17,合成生物+生物发酵+一季报增长+国企,0.6,日跌幅偏离值达7%的证券,8.0,13,2,0,55.4,20.5,12.4,28.0,4.5,-10.0,⚫ 已冷却
002168.SZ,惠程科技,5,2024-07-17,2024-08-06,647,0.33324980708801644,0.6796224626316322,1.0,58716043.26,11743208.651999999,201479978.12,17.8,3.0,0.6,9.762199999999998,10.204,2300027900.0,2.94,游戏+高压快充+华为+国企,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",5.0,15,15,0,55.2,11.0,15.5,30.0,8.7,-10.0,⚫ 已冷却
002190.SZ,成飞集成,4,2025-05-09,2025-05-16,364,0.37243888874933695,0.6322813825570824,1.0,379407404.26,94851851.065,1106202540.51,16.5,4.0,0.75,10.01095508425,10.024691358,12874796100.0,35.89,成飞概念+军工+汽车零部件+国企改革,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",2.3,5,1,0,55.0,16.7,15.7,30.0,2.6,-10.0,⚫ 已冷却
002149.SZ,西部材料,7,2026-03-26,2026-05-06,9,0.28011246054383376,0.4262166269105784,1.0,1653857420.51,236265345.78714284,6192584929.14,21.571428571428573,9.0,0.14,9.040741350476777,10.011001100110004,34101410000.0,69.86,商业航天+稀有金属+国企+章建平新进,0.8571428571428571,日涨幅偏离值达7%的证券,6.8,15,6,3,54.6,15.8,13.6,24.3,0.9,0.0,🟡 洗盘观察期
603779.SH,威龙股份,5,2023-12-20,2026-05-14,1,0.6516457890980227,0.7812166644125726,1.0,81461872.57,27153957.52333333,128304722.57,6.0,3.0,0.2,10.046352179986574,10.071942446,2995386400.0,9.02,淄博国资入主+复牌+葡萄酒,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",219.0,474,1,2,54.6,18.5,13.1,15.0,8.0,0.0,🔵 持续活跃
002051.SZ,中工国际,2,2026-04-07,2026-04-15,30,0.45298285875703087,0.5075750686475877,1.0,476821353.58,158940451.19333333,1005664833.27,16.0,12.0,0.33,9.977183961663371,9.981515711645102,14724319000.0,11.9,中东重建+国际工程+算力+一带一路,1.0,日涨幅偏离值达7%的证券,8.0,8,8,1,54.6,18.4,11.0,23.0,2.3,0.0,🟡 洗盘观察期
600527.SH,江南高纤,10,2024-05-21,2026-05-06,9,0.46720670923515184,0.6905853362708738,1.0,255753323.71,25575332.371,664330395.27,12.6,2.0,0.4,9.242062369740257,10.286,5628222900.0,3.25,一季报增长+复合短纤维+涤纶毛条,1.0,日涨幅偏离值达7%的证券,79.4,470,23,1,54.4,18.0,15.8,15.0,5.5,0.0,🟡 洗盘观察期
002175.SZ,东方智造,9,2024-11-20,2026-04-28,17,0.36444517716073255,0.6009670034856105,1.0,825042954.13,91671439.34777778,2111482589.9,18.0,6.0,0.56,9.387747367791052,10.064935065,3689896300.0,2.89,广西国资拟入主+智能物流+*ST博弈,0.6666666666666666,"连续三个交易日内,涨幅偏离值累计达20%的证券",65.5,441,1,2,54.4,17.3,16.6,13.3,7.2,0.0,🟡 洗盘观察期
601008.SH,连云港,12,2025-04-03,2025-05-19,361,0.33545182670308016,0.8500538243895933,1.0,786139653.4,49133728.3375,2680490520.92,20.5,1.0,0.31,9.5742814560625,10.117647059,10173231600.0,8.2,港口航运+一带一路+国企,0.875,日涨幅偏离值达7%的证券,4.2,14,3,0,54.4,16.3,15.5,29.4,3.2,-10.0,⚫ 已冷却
002388.SZ,新亚制程,3,2024-09-03,2024-09-12,610,0.39536874819854007,0.6532739001934479,1.0,74085250.32,18521312.58,195786672.12,13.0,3.0,0.5,9.04575,9.942,2325549000.0,4.66,华为第一大客户+电子工具+半固态电池,0.75,日振幅值达15%的证券,4.5,7,7,0,54.3,13.6,13.3,28.8,8.7,-10.0,⚫ 已冷却
603272.SH,联翔股份,1,2026-04-27,2026-04-27,18,0.6098316589610249,0.6098316589610249,1.0,62102679.0,62102679.0,101835774.0,2.0,2.0,1.0,10.00452693526483,10.00452693526483,2518136100.0,24.3,超跌反弹+墙布龙头+智能家居窗帘,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,1,54.2,17.6,13.1,15.0,8.6,0.0,🔴 首次上榜
002162.SZ,悦心健康,2,2025-03-10,2025-03-17,424,0.6064143807530503,0.7870290250604927,1.0,195987141.92000002,97993570.96000001,325063772.64,7.5,2.0,1.0,10.077156303999999,10.114942529,5146696200.0,5.59,三胎概念+智慧养老+机器人,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",7.0,7,7,0,54.1,20.2,15.0,23.0,5.9,-10.0,⚫ 已冷却
601011.SH,宝泰隆,5,2024-11-07,2025-01-09,491,0.3836707887296983,0.6126284357182893,1.0,200104524.41,40020904.882,457669861.42,19.6,5.0,0.4,10.0752322966,10.204081633,6245066400.0,3.26,AI眼镜+收资源勘查许可证+石墨烯+煤炭,1.0,日涨幅偏离值达7%的证券,15.8,27,9,0,54.0,14.7,14.3,30.0,5.1,-10.0,⚫ 已冷却
002418.SZ,康盛股份,6,2024-08-14,2026-04-20,25,0.3325196689009453,0.48490697743665,1.0,600049916.1800001,100008319.36333334,1481194215.0300002,14.5,9.0,0.83,10.029664196382642,10.130718954,7738865900.0,6.81,液冷算力+家电制冷+扭亏预增,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",122.8,424,7,1,53.9,17.3,17.4,15.0,4.2,0.0,🟡 洗盘观察期
000565.SZ,渝三峡A,5,2025-04-28,2025-05-21,359,0.3578607599553843,0.6269753508851882,1.0,309790740.4,51631790.06666666,1092438942.9099998,19.5,3.0,0.5,6.929855088500001,10.052910053,4812873600.0,11.1,涂料制造+氢能源+军工+重庆国资,0.5,"连续三个交易日内,跌幅偏离值累计达20%的证券",5.8,14,6,0,53.8,15.3,14.9,27.5,6.1,-10.0,⚫ 已冷却
002565.SZ,顺灏股份,9,2026-03-17,2026-04-24,21,0.2667759260267444,0.8332960815041071,1.0,1713004748.1999998,155727704.38181818,6923812680.61,23.636363636363637,2.0,0.18,6.410388980761558,10.004928536224748,20986890000.0,19.8,太空算力+增资轨道辰光+环保包装,0.5454545454545454,日换手率达20%的证券;日振幅值达15%的证券,4.8,24,2,4,53.7,15.2,14.3,22.7,1.5,0.0,🟡 洗盘观察期
600227.SH,赤天化,13,2024-12-11,2026-04-28,17,0.40779020878241173,0.6591722941732576,1.0,824082309.42,58863022.10142857,2057858554.41,14.642857142857142,2.0,0.14,9.888625017469609,10.181818182,5174279200.0,4.05,尿素涨价+甲醇+煤化工,0.8571428571428571,日涨幅偏离值达7%的证券,41.9,309,4,2,53.5,18.8,14.6,14.3,5.8,0.0,🟡 洗盘观察期
600590.SH,泰豪科技,14,2024-09-12,2026-04-20,25,0.4541995042229923,0.9451339063046924,1.0,1599579601.8,114255685.84285714,3201332555.62,14.5,1.0,0.5,8.96285567672095,10.067114094,14694981000.0,17.42,算力+军工电源+储能,0.8571428571428571,"连续三个交易日内,涨幅偏离值累计达20%的证券",45.0,326,45,1,53.4,20.0,16.8,14.3,2.3,0.0,🟡 洗盘观察期
603958.SH,哈森股份,18,2024-01-16,2026-04-09,36,0.44155343015394005,0.8531345900920649,1.0,494401981.44,27466776.746666666,1303072398.46,15.333333333333334,1.0,0.5,8.735812971294163,10.057,4887340800.0,22.28,机器人概念+消费电子+3D打印+股权收购,0.7777777777777778,日涨幅偏离值达7%的证券,47.9,323,66,0,53.3,18.5,16.9,13.9,6.0,-2.0,⚫ 已冷却
603950.SH,长源东谷,6,2024-05-16,2026-04-15,30,0.49292059210021905,0.7022664278903102,1.0,1240353151.32,206725525.22,2350893061.3,11.166666666666666,1.0,0.67,8.371689254389887,10.021,19364631000.0,59.84,柴油动力单元+重大资产重组+发动机零部件,0.8333333333333334,"连续三个交易日内,涨幅偏离值累计达20%的证券",139.8,371,1,1,53.2,21.0,16.5,14.2,1.6,0.0,🟡 洗盘观察期
600714.SH,金瑞矿业,11,2024-02-20,2026-04-30,15,0.38435785556264557,0.672562243586283,1.0,480215817.81,43655983.43727273,1325637865.17,16.181818181818183,4.0,0.55,8.138314702094531,10.065,6368695633.3,22.1,国家电投入主+碳酸锶+硫磺+30万吨天青石项目,0.8181818181818182,"连续三个交易日内,涨幅偏离值累计达20%的证券",80.0,361,1,2,53.2,17.3,16.9,14.1,5.0,0.0,🟡 洗盘观察期
603390.SH,通达电气,11,2024-05-29,2026-04-23,22,0.3902441227993068,0.8375722308130544,1.0,237134374.24,19761197.853333335,643363982.0,15.666666666666666,1.0,0.42,8.699931811071172,10.062,4651320200.0,13.27,一季报业绩大增+智慧交通+氢能源+比亚迪,0.9166666666666666,日涨幅偏离值达7%的证券,69.4,329,329,1,53.0,16.1,16.1,14.6,6.2,0.0,🟡 洗盘观察期
603315.SH,福鞍股份,5,2025-02-19,2026-04-17,28,0.43017982052456505,0.7452359335744789,1.0,378983030.59999996,54140432.94285714,1021375951.78,15.142857142857142,3.0,0.57,10.012753070125552,10.040816327,5933183200.0,18.52,燃气轮机+核电铸件+水电转轮,0.8571428571428571,"连续三个交易日内,涨幅偏离值累计达20%的证券",105.5,393,393,1,52.8,17.9,15.3,14.3,5.3,0.0,🟡 洗盘观察期
605388.SH,均瑶健康,8,2024-05-20,2026-04-16,29,0.4197740235976934,0.7139311636329119,1.0,306832090.26,34092454.47333333,677941607.31,12.222222222222221,2.0,0.33,9.52538682262817,10.062893082,4839901000.0,8.06,益生菌+味动力+扭亏预期,0.7777777777777778,"连续三个交易日内,涨幅偏离值累计达20%的证券",99.4,314,1,2,52.8,17.9,15.0,13.9,6.1,0.0,🟡 洗盘观察期
002196.SZ,方正电机,8,2024-08-01,2026-05-15,0,0.3848209907627681,0.7250519137591208,1.0,568782551.73,71097818.96625,1559125062.9899998,14.875,1.0,0.5,8.676581782516116,10.02865329512893,7501983900.0,15.36,人形机器人+新能源电机+地方国资,0.875,日涨幅偏离值达7%的证券,93.1,386,386,1,52.6,17.9,16.0,14.4,4.3,0.0,🟢 二次启动信号
603698.SH,航天工程,1,2026-04-15,2026-04-15,30,0.6845585606176209,0.6845585606176209,1.0,338352167.19,338352167.19,494263291.2,3.0,3.0,1.0,9.988870339454657,9.988870339454657,21187685000.0,39.53,实控人航天科技+绿氢工程+年报增长,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,1,52.6,23.0,13.1,15.0,1.5,0.0,🔴 首次上榜
000096.SZ,广聚能源,3,2025-02-18,2025-02-28,441,0.44606886050728184,0.6791808775970448,1.0,203418505.43,67806168.47666667,445942671.02,14.0,5.0,0.67,6.218621620333333,10.029850746,11238656000.0,22.0,数据中心+拟收购航天欧华100%股权+石油石化+国企改革,0.6666666666666666,日振幅值达15%的证券,5.0,7,3,0,52.5,16.9,14.3,28.3,2.9,-10.0,⚫ 已冷却
002279.SZ,久其软件,2,2024-07-03,2024-07-18,666,0.7026089883696146,0.7415637787022873,1.0,174477325.13,58159108.376666665,245884547.44,4.666666666666667,3.0,0.33,10.034333333333334,10.063,3868702400.0,4.85,财税数字化+国产软件+华为鲲鹏,1.0,日涨幅偏离值达7%的证券,15.0,15,15,0,52.5,21.6,11.0,23.0,7.0,-10.0,⚫ 已冷却
601028.SH,玉龙股份,3,2024-06-04,2024-07-05,679,0.40312909308330314,0.5399000528164992,1.0,374217817.98999995,93554454.49749999,830257794.37,13.5,7.0,0.25,10.0265,10.039,11158117100.0,14.25,黄金+大宗商品贸易+国企,1.0,日涨幅偏离值达7%的证券,15.5,29,29,0,52.5,17.8,11.8,30.0,2.9,-10.0,⚫ 已冷却
600130.SH,波导股份,7,2024-09-20,2026-05-15,0,0.4490308177215353,0.6870436408065024,1.0,451969238.07,56496154.75875,966322179.9000001,13.75,4.0,0.38,6.469694252235792,10.149253731,4792500000.0,6.39,手机+汽车电子+参股华大北斗,0.5,日换手率达20%的证券,100.3,474,4,2,52.5,18.8,15.1,12.5,6.1,0.0,🔵 持续活跃
600322.SH,津投城开,8,2024-04-30,2026-04-30,15,0.40539446266079693,0.736809351135341,1.0,193745568.61999997,19374556.861999996,427646100.98,16.0,3.0,0.2,9.4204897884,10.37,3018561000.0,2.73,资产出售+物业管理+天津国资,0.9,日涨幅偏离值达7%的证券,104.3,546,546,1,52.5,15.7,14.2,14.5,8.0,0.0,🟡 洗盘观察期
603115.SH,海星股份,2,2026-04-22,2026-05-15,0,0.31843701535643687,0.345156591003269,1.0,159766441.92,79883220.96,530368142.0,22.5,16.0,1.0,8.727073746640334,10.00205380981722,18311103000.0,75.7,AI服务器电极箔+储能电极箔+业绩高增+高分红,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",23.0,23,23,2,52.2,12.5,15.0,23.0,1.7,0.0,🟢 二次启动信号
000750.SZ,国海证券,5,2024-09-06,2024-11-07,554,0.38966537112769595,0.7078573041318582,1.0,724131032.1,144826206.42000002,2033329113.79,15.0,4.0,0.2,9.9847654406,10.08583691,32110970000.0,5.54,证券+广西国资,1.0,日涨幅偏离值达7%的证券,15.5,28,14,0,52.2,18.2,13.1,30.0,0.9,-10.0,⚫ 已冷却
605399.SH,晨光新材,3,2024-01-16,2024-01-23,843,0.48402417665702874,0.5784143689296961,1.0,73832604.93,24610868.310000002,133943441.79,6.666666666666667,5.0,0.33,7.489333333333334,10.032,5333108200.0,17.1,功能性硅烷+光伏,0.6666666666666666,日振幅值达15%的证券,3.5,6,6,0,52.1,15.7,12.3,28.3,5.7,-10.0,⚫ 已冷却
600605.SH,汇通能源,1,2026-04-15,2026-04-15,30,0.6546834354446077,0.6546834354446077,1.0,104648332.22,104648332.22,159845700.31,7.0,7.0,1.0,10.003402517863211,10.003402517863211,6669110900.0,32.33,半导体投资+上海房产租赁+战略转型,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",0.0,0,0,1,52.0,19.1,13.1,15.0,4.8,0.0,🔴 首次上榜
600984.SH,建设机械,10,2024-03-26,2026-04-08,37,0.43485804197285827,0.7945109113061833,1.0,433933368.35,36161114.02916667,1144715587.21,15.583333333333334,1.0,0.42,8.95718291708906,10.13,5229302700.0,4.16,一带一路+工程机械+煤矿智能开采+陕西国资,0.9166666666666666,日涨幅偏离值达7%的证券,82.6,394,42,0,52.0,18.1,15.9,14.6,5.8,-2.3,⚫ 已冷却
600433.SH,冠豪高新,2,2026-03-25,2026-04-20,25,0.4730101224363633,0.5143365423123306,1.0,75190823.32,37595411.66,155466190.55,8.5,8.0,0.0,10.100395744128718,10.119047619047628,7071128100.0,4.04,造纸行业+氢能碳纸+烟用白卡纸+收储补偿,1.0,日涨幅偏离值达7%的证券,26.0,26,26,1,51.9,15.4,9.0,23.0,4.6,0.0,🟡 洗盘观察期
600379.SH,宝光股份,5,2024-04-18,2026-05-11,4,0.515474000147862,0.8399106365201514,1.0,211537843.88,35256307.31333333,500308305.57,11.5,1.0,0.17,10.036561914211443,10.046082949,6085614800.0,18.43,电子特气+真空灭弧室+氢能+储能+央企,1.0,日涨幅偏离值达7%的证券;日换手率达20%的证券,188.2,398,11,2,51.7,18.5,12.9,15.0,5.2,0.0,🔵 持续活跃
600821.SH,金开新能,6,2026-02-12,2026-03-24,52,0.42315057761703007,1.0,1.0,1142079390.94,190346565.15666667,3300123227.4799995,13.833333333333334,1.0,0.0,8.174960721418808,10.069930069930065,22109706000.0,11.07,算电协同+绿电+天津国资,0.16666666666666666,日振幅值达15%的证券;日换手率达20%的证券,8.0,20,5,0,51.7,19.4,12.4,25.8,1.4,-7.3,⚫ 已冷却
002201.SZ,九鼎新材,4,2025-04-07,2026-04-22,23,0.4068179623412817,0.6509881729664558,1.0,776430374.54,155286074.908,1958499924.1999998,16.6,3.0,0.6,7.405599351047043,10.031595576619267,9222994700.0,15.32,年报增长+商业航天+玻璃纤维+风电叶片,1.0,日涨幅偏离值达7%的证券,126.7,294,1,2,51.6,18.2,14.8,15.0,3.6,0.0,🟡 洗盘观察期
002031.SZ,巨轮智能,16,2024-09-18,2026-05-15,0,0.39104385491046223,0.6348063238270817,1.0,3872201351.07,227776550.0629412,11824537718.33,17.294117647058822,4.0,0.35,9.45781687988574,10.213,16074413000.0,8.4,人形机器人+RV减速器+XT减速器,1.0,日振幅值达15%的证券;日涨幅偏离值达7%的证券,40.3,444,444,1,51.6,18.6,16.0,15.0,2.0,0.0,🟢 二次启动信号
003018.SZ,金富科技,5,2026-02-06,2026-05-15,0,0.4335979157002104,0.5891121858281487,1.0,454462253.55,90892450.71000001,1479638935.26,14.4,5.0,0.8,8.91940754030164,10.016068559185843,14039097000.0,59.14,液冷产能扩张+瓶盖龙头+饮料供应链,0.8,"连续三个交易日内,涨幅偏离值累计达20%的证券",24.5,69,21,3,51.5,18.4,16.7,14.0,2.4,0.0,🟢 二次启动信号
600088.SH,中视传媒,2,2024-01-03,2024-01-29,837,0.7370062127066371,0.8390588540798486,1.0,150907363.47,50302454.49,205939909.47,3.3333333333333335,1.0,0.67,10.005333333333335,10.015,8650114200.0,21.75,中字头+上海+影视传媒+虚拟数字人+股权划转,1.0,日涨幅偏离值达7%的证券,26.0,26,26,0,51.5,21.7,13.0,23.0,3.8,-10.0,⚫ 已冷却
603906.SH,龙蟠科技,4,2024-11-26,2026-04-24,21,0.4561086847287053,0.7094951738778441,1.0,407511354.2,101877838.55,1430557166.8300002,12.25,1.0,0.75,9.242908372158459,10.031595577,18398969000.0,32.56,重大合同+磷酸铁锂+固态电池研发+无人机,1.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",171.3,324,324,1,51.5,19.0,15.7,15.0,1.7,0.0,🟡 洗盘观察期
