股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
601588.SH,北辰实业,2.04,20241031,102112929.99,79005718.77,23107211.22,日涨幅偏离值达7%的证券,单日榜,0.7737092528608972,1/125,房地产+数字经济+北京国资,10.27027027,4387,5426400000.000,1.84,2.04,1.81,2.04,12.432,120129567,601588
600355.SH,精伦电子,4.87,20241031,57394465.94,43379876.14,14014589.8,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.7558198413301588,2/125,智能制造+机器人+智能电网,9.93227991,5437,2396474400.000,4.87,4.87,4.87,4.87,0.000,10261200,600355
600322.SH,津投城开,2.26,20241031,71614919.0,52766542.0,18848377.0,日涨幅偏离值达7%的证券,单日榜,0.736809351135341,3/125,房地产+天津国资,10.243902439,5612,2498882000.000,2.03,2.26,1.99,2.26,13.171,89286533,600322
000536.SZ,华映科技,5.54,20241031,70865488.4,46294436.4,24571052.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.6532719585405411,4/125,华为+显示面板+大摩新进第8大流通股东+福建国资,9.920634921,7512,15307477000.000,5.54,5.54,5.54,5.54,0.000,12590435,000536
000917.SZ,电广传媒,10.11,20241031,128460311.46,75938359.66,52521951.8,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5911425777886714,6/125,间接投资智谱AI+创投+文化传媒+国企,10.010881393,6209,14330514000.000,10.11,10.11,10.11,10.11,0.000,16447830,000917
600252.SH,中恒集团,2.59,20241031,109326619.59,63512750.59,45813869.0,日涨幅偏离值达7%的证券,单日榜,0.5809449777939485,7/125,医药+AMC+参股券商+低价股+国企,10.212765957,5798,8871290500.000,2.34,2.59,2.33,2.59,11.064,124789916,600252
600527.SH,江南高纤,2.13,20241031,54630157.12,30599262.52,24030894.6,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5601166852364345,8/125,涤纶毛条+复合短纤维+互联网金融+高股息+低价股,9.793814433,5083,3688650700.000,2.13,2.13,2.13,2.13,0.000,23534480,600527
600178.SH,东安动力,15.35,20241031,163365978.0,79675802.18,83690175.82,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.48771355673578504,12/125,中兵系+低空经济+华为智选车+增程动力发动机,10.035842294,6311,7160409100.000,15.35,15.35,15.35,15.35,0.000,3625401,600178
002912.SZ,中新赛克,32.84,20241031,147243834.2,68619409.52,78624424.68,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.46602569060239807,14/125,深圳国资+网络可视化+数据提取+数据安全,10.016750419,1685,5327370800.000,31.99,32.84,31.2,32.84,5.494,7097486,002912
002694.SZ,顾地科技,5.65,20241031,57996411.69,24288534.25,33707877.44,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.4187937415822562,17/125,地下官网+水利+旅游+新型城镇化,9.922178988,2964,3123938800.000,5.46,5.65,5.39,5.65,5.058,19288034,002694
