股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
600676.SH,交运股份,4.04,20240718,25237968.88,20156052.88,5081916.0,日涨幅偏离值达7%的证券,单日榜,0.7986400560138895,1/57,参股上海大众交运出租+物流+汽车零部件+上海国资,10.082,7493,4155111500.000,4.04,4.04,4.04,4.04,0.000,7384922.00,600676
002248.SZ,华东数控,6.49,20240718,50208683.98,35926052.98,14282631.0,日涨幅偏离值达7%的证券,单日榜,0.7155346472397224,2/57,工业母机+新型工业化,10.000,3915,1995646400.000,5.78,6.49,5.74,6.49,12.712,46487312.00,002248
002279.SZ,久其软件,4.85,20240718,52726538.0,35467369.19,17259168.81,日涨幅偏离值达7%的证券,单日榜,0.672666375137317,3/57,财税数字化+国产软件+华为鲲鹏,9.977,3629,3868702400.000,4.43,4.85,4.43,4.85,9.524,55640769.00,002279
002889.SZ,东方嘉盛,16.83,20240718,46834703.88,30897789.48,15936914.4,日涨幅偏离值达7%的证券,单日榜,0.6597199708824122,4/57,光刻机+跨境电商+供应链服务+机器人,10.000,1693,2947758000.000,15.90,16.83,15.90,16.83,6.078,16024420.00,002889
000572.SZ,海马汽车,3.27,20240718,54866596.4,33023198.4,21843398.0,日涨幅偏离值达7%的证券,单日榜,0.60188166510726,5/57,无人驾驶+网约车+汽车整车+氢能源,10.101,7269,5369847600.000,2.93,3.27,2.87,3.27,13.468,62886767.00,000572
601188.SH,龙江交通,3.48,20240718,48782015.84,28691748.84,20090267.0,日涨幅偏离值达7%的证券,单日榜,0.5881624271966535,6/57,网约车+高速公路+石墨矿+黑龙江国资,10.127,3483,4579257400.000,3.11,3.48,3.07,3.48,12.975,48570405.00,601188
600561.SH,江西长运,4.71,20240718,23590487.42,13621934.42,9968553.0,日振幅值达15%的证券;日涨幅偏离值达7%的证券,单日榜,0.5774333602132923,7/57,出租汽车业务+站点巴士+旅游客运+光伏+半年报预计扭亏,10.047,5346,1339885730.000,4.08,4.71,3.98,4.71,17.056,37147656.00,600561
003026.SZ,中晶科技,24.93,20240718,27274993.3,13471560.5,13803432.8,日振幅值达15%的证券,单日榜,0.493916179990409,8/57,,4.005,868,2002284900.000,23.22,26.12,22.60,24.93,14.685,9264709.00,003026
603680.SH,今创集团,7.22,20240718,17580775.6,8506421.88,9074353.72,日涨幅偏离值达7%的证券,单日榜,0.483847929894515,9/57,蘑菇车联+轨道交通+充电桩+高铁,10.061,1553,5658449500.000,6.49,7.22,6.36,7.22,13.110,13910680.00,603680
002168.SZ,惠程科技,2.45,20240718,43115531.54,17718575.79,25396955.75,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.41095575439123994,10/57,游戏+高压快充+华为+国企,9.866,4090,1916689900.000,2.30,2.45,2.18,2.45,12.108,47516196.00,002168
600624.SH,复旦复华,3.45,20240718,18267348.0,5274782.0,12992566.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.28875466761787205,13/57,上海国资+医药+仿制药,9.873,7681,2362256400.000,3.40,3.45,3.33,3.45,3.822,14610122.00,600624
600611.SH,大众交通,5.37,20240718,161830072.62,31261943.95,130568128.67,日振幅值达15%的证券;日换手率达20%的证券,单日榜,0.19317759328581335,15/57,网约车+交通运输+数据中心,10.041,7785,8395008900.000,4.70,5.37,4.65,5.37,14.754,410813810.00,600611
600611.SH,大众交通,5.37,20240718,394594674.38,62150564.32,332444110.06,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.15750482293673373,18/57,网约车+交通运输+数据中心,10.041,7785,8395008900.000,4.70,5.37,4.65,5.37,14.754,410813810.00,600611
600117.SH,西宁特钢,2.59,20240718,25713555.0,1039299.53,24674255.47,日振幅值达15%的证券;日涨幅偏离值达7%的证券,单日榜,0.04041835249929463,25/57,摘帽+复牌+特钢,10.213,6488,8430747500.000,2.30,2.59,2.22,2.59,15.745,30526965.00,600117
002607.SZ,中公教育,1.58,20240718,173490121.67,3580751.67,169909370.0,日涨幅偏离值达7%的证券,单日榜,0.020639513279096314,26/57,职业教育+增持+辟谣破产等传闻,9.722,3143,7690427700.000,1.40,1.58,1.38,1.58,13.889,551900570.00,002607
