股票代码,股票简称,最新价,营业部交易日期,当日龙虎榜买入金额,当日龙虎榜净额,当日龙虎榜卖出金额,当日上榜原因,龙虎榜上榜类型,当日龙虎榜净额/当日龙虎榜买入金额,当日龙虎榜净额/当日龙虎榜买入金额排名,涨停原因类别,涨跌幅:前复权,上市交易日天数,a股市值不含限售股,开盘价:前复权,最高价:前复权,最低价:前复权,收盘价:前复权,振幅,成交量,code
002621.SZ,美吉姆,1.45,20240208,44038600.93,24694269.05,19344331.88,日振幅值达15%的证券,单日榜,0.5607414524646662,4/97,,5.83941606,3005,1163408432.35,1.23,1.51,1.23,1.45,20.437956,1.07074498E8,002621
002638.SZ,勤上股份,1.61,20240208,18686428.0,10185874.0,8500554.0,日振幅值达15%的证券,单日榜,0.5450947607536336,5/97,,8.78378378,2969,2168719924.49,1.46,1.63,1.33,1.61,20.27027,4.936064E7,002638
000831.SZ,中国稀土,27.56,20240208,174079109.32,91293594.15,82785515.17,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.5244373923247737,6/97,稀土永磁+国企,10.01996008,6161,27033300316.36,27.56,27.56,27.56,27.56,0,8597741,000831
000010.SZ,美丽生态,1.95,20240208,21462096.0,10486214.0,10975882.0,日振幅值达15%的证券,单日榜,0.488592260513605,7/97,,9.5505618,6865,1018234421.1,1.67,1.96,1.6,1.95,20.224719,4.8379804E7,000010
601798.SH,蓝科高新,6.22,20240208,121888594.7,57159912.48,64728682.22,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.46895210024109,8/97,央企+石油石化+氢能源+熔盐储能,10.08849558,3075,2205165391.56,5.59,6.22,5.48,6.22,13.097345,1.5287139E7,601798
002312.SZ,川发龙蟒,6.73,20240208,98702043.38,43671492.91,55030550.47,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.44245783992400256,11/97,磷化工+中证1000指数成分股,9.96732026,3450,9201911939.45,6.42,6.73,6.3,6.73,7.026143,2.0596636E7,002312
001313.SZ,粤海饲料,6.45,20240208,39096908.13,16833761.7,22263146.43,日振幅值达15%的证券,单日榜,0.43056503711307664,13/97,小盘股,10.06825939,486,1406693406.45,5.91,6.45,5.27,6.45,20.136518,1.3416496E7,001313
600172.SH,黄河旋风,2.70,20240208,19737825.0,8297320.18,11440504.82,日涨幅偏离值达7%的证券,单日榜,0.4203766210309393,14/97,许昌国资入主+超硬材料+培育钻石,10.20408163,6109,3445890525.0,2.41,2.7,2.41,2.7,11.836734,3.2027957E7,600172
002625.SZ,光启技术,13.86,20240208,180027369.03,71948946.03,108078423.0,"连续三个交易日内,涨幅偏离值累计达20%的证券",三日榜,0.3996555991328759,17/97,回购+超材料技术+尖端装备+石墨烯,10,2985,24632291514.6,13.42,13.86,13.23,13.86,5,2.2821465E7,002625
603516.SH,淳中科技,13.19,20240208,31148936.0,12292782.0,18856154.0,日振幅值达15%的证券,单日榜,0.3946453259270236,18/97,音视频控制设备+华为+星闪+小盘股,10.00834028,1462,2442739355.28,12.18,13.19,10.79,13.19,20.01668,8798240,603516
600326.SH,西藏天路,3.03,20240208,48296443.62,18171771.44,30124672.18,日涨幅偏离值达7%的证券,单日榜,0.37625485600920944,21/97,小盘股,10.18181818,5595,3719663229.81,2.75,3.03,2.74,3.03,10.545454,6.409111E7,600326
